2014-12-03 05:03:48.5797	4655	25425c28-0a5d-462e-949d-618d8cbad7a9	8383783485683490446	dc2fd92e-9743-48f8-b6ad-10d474e6916e	0.594000	x5i1ink	8gpclyp	yu1kyzg		s1xntksg	254	133	0	True	0001-01-01 00:00:00.0000		4		d5acbjs	72	0x449EB5C1	1.1000	173.252.88.87	{"tc":0.000118800000,"aid":"7a01kdg","dgu":[{"deu":[{"id":104430732,"c":0.000118800000,"tpb":"thetradedesk","tpid":"50007","rrs":0.200000,},{"id":104437458,"c":0.000118800000,"tpb":"thetradedesk","tpid":"50006","used":true,"rrs":0.200000,}],"id":"b16iag3","rc":61126,"rbs":43200,"rbe":86400},{"deu":[{"id":104430732,"c":0.000118800000,"tpb":"thetradedesk","tpid":"50007","rrs":0.200000,}],"id":"zto3q07","rc":61126,"rbs":43200,"rbe":86400}],"rc":61126,"rbs":43200,"rbe":86400}	True			0.000040000		01		{"10":0,"1":0.000040000}		1	0		0.000712800000	0.0009012991733902657450926688	0.0009012991733902657450926688	1.00000000000	1.00000000000	00000000476dcb7b	0000000036c03c01	2	0		n9s4gml	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.6109	3005	c711bdac-3468-432c-aeb7-6606c68a73f1	913e3c5f-d8db-49a5-8b21-6b8d3297a811	70bbf0d4-232d-4128-afa5-203787b88c74	0.6867000	m1j8zhw	kpv1si6	vetr4rm		kujtbai4	300	250	0	True	1970-01-01 00:09:33.8208	y29	4		airr3ea	72	0x8D092684	1.09000	71.235.93.96	{"tc":0.0,"dgu":[],}	True			0.000030000		en		{"1":0.000030000,"8":0}		1	0		0.0006867	0.0008144318181818181818181818	0.0008144318181818181818181818	1.00000000000	1.00000000000	00000000478970d3	00000000291fb3e0	4	0		9v7t63n	{}
2014-12-03 05:03:48.6265	2741	0d302963-f16d-4399-8915-dc6c8bceceaa	25C7F3A40FE8B2C2	90f25574-57d9-4e22-9cdf-54a2d9ca87d0	0.114000	1xggxuo4	gk5c4qq	7aczrhi		ik3rlzgp	300	600	0	True	0001-01-01 00:00:00.0000	hp6	2		kyaduxi	72	0x449EB5C1	1.1400	108.49.132.42	{"tc":0.0,"dgu":[],}	True			0		en		{"10":0,"2":0}		1	0		0.000114	0.0001325581395348837209302326	0.0001325581395348837209302326	1.00000000000	1.00000000000	000000004783aa57	00000000291f7169	2	0		9ahpjog	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.780000"}}
2014-12-03 05:03:48.6733	6715	b82a2db2-f6b0-496a-a360-9a1e55063fea	0B88134C-D11B-45F9-B36E-C54516F65EDE	5db9aad0-766b-4141-9347-643a48dd108b	0.7452000	wg1g2o5	avg1laau	tvcksms		1fb92jin	160	600	1	True	0001-01-01 00:00:00.0000		4	fjpw9vpo	vr8uwi7	72	0x449EB5C1	1.08000	71.229.32.91	{"tc":0.0,"aid":"46uelzs","dgu":[],}	True	63311		0		en		{"10":0,"2":0}		1	0		0.0007452	0.0008665116279069767441860465	0.0008665116279069767441860465	1.00000000000	1.00000000000	0000000043eb3bb1	00000000291f7169	2	0		df2gd6h	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.780000"}}
2014-12-03 05:03:48.7045	3587	23a67b67-fdaf-45a3-8a2a-22622d0e3818	96ebc9c1884c3a103afc3299acb67c54f514bb36	d951b400-b231-4039-89c7-60119668261c	0.21603568000	echkvs5v	3hjqb7i9	wcuhfif		xgcegeih	300	250	0	True	0001-01-01 00:00:00.0000	7sp	3	eet9484i	3hm8qf2	71	0x449EB5C1	1.12000	99.141.244.202	{"tc":0.000130,"aid":"uhvfe8m","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",},{"deu":[{"id":-7,"c":0.000040,"tpb":"integral","tpid":"-7","used":true,"rcpm":0.040000}],"id":"charge-allIntegralBrandSafety",},{"deu":[{"id":-11,"c":0.000040,"tpb":"integral","tpid":"-11","used":true,"rcpm":0.040000}],"id":"charge-allIntegralSuspiciousActivity",}],}	True	8793		0.00001100000		en		{"10":0.00000100000,"2":0.000010000}		1	0		0.00034603568	0.0004057223636363636363636364	0.0004057223636363636363636364	1.00000000000	1.00000000000	0000000047c67080	000000003c37162e	2	0		mbnaxxw	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.7201	2434	10265ada-6285-463f-accf-c6122543c2fb	1fa45f84-e7bb-4132-9a81-242409dcf5bc	15079a49-41cd-4e03-88c6-77ebfe16233b	1.09000	rk0q8s7	fqw1b4r	s8a3i6d		4rgp4zek	160	600	0	True	1970-01-01 00:09:33.8209	e7y,kim	4	pszn5nha	4z1g61e	72	0x449EB5C1	1.09000	107.131.252.228	{"tc":0.000150,"aid":"r3alvqk","dgu":[{"deu":[{"id":-3,"c":0.000150,"tpb":"peer39","tpid":"-3","used":true,"rcpm":0.150000}],"id":"charge-allPeer39CustomCategory",}],}	True			0.00001100000		en		{"10":0.00000100000,"2":0.000010000,"8":0}		1	0		0.001240	0.0014717647058823529411764706	0.0014717647058823529411764706	1.00000000000	1.00000000000	0000000047b65332	000000003d3460b8	4	0		idyvquo	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.8293	4394	5e590993-6c0a-4c3c-afcc-2274f5ab1245	jnQRVPvZTkyK	29ec00b1-1e08-42eb-9eaa-b98214c61211	2.12000	nen3cxs	4er6ijwv	zqxus08		s3m9l7cz	300	250	0	True	0001-01-01 00:00:00.0000	hhr,t97,4my	3	zva6mv4	jmbokji	70	0x449EB5C1	1.060	71.219.159.252	{"tc":0.000880,"aid":"tr1g7vo","dgu":[{"deu":[{"id":100135890,"c":0.000850,"tpb":"hjl9orh","tpid":"3163","used":true,"rcpm":0.850000}],"id":"rwl0vsy","rc":18673,"rbs":10080,"rbe":20160},{"deu":[{"id":-4,"c":0.000030,"tpb":"peer39","tpid":"-4","used":true,"rcpm":0.030000}],"id":"charge-allPeer39BrandSafety",}],"rc":18673,"rbs":10080,"rbe":20160}	True	547920		0.00003100000		en		{"10":0.00000100000,"2":0.000030000,"8":0}		1	0		0.003000	0.0034738940568475452196382429	0.0034738940568475452196382429	1.00000000000	1.00000000000	0000000046703549	000000003c4e8067	2	0		v14b7hb	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.8605	15050	c9724ce0-2be9-4f5f-ba5b-c7668008b167	376eb29232fd15c396a7b06c1f9dce754b2df6b3	70062182-770c-4749-a72a-f3cf31b94758	0.61186832000	bumnk2d	xxzidb7i	e7vwtof		p9mdxxr2	160	600	0	True	0001-01-01 00:00:00.0000	ono,lki,8hs,qrg,vas,l6d,v3o,jm8,7d3,wtn,slh,1m2,od8,c6q,khd	2	unjult2v	6j0eqn0	72	0x449EB5C1	1.12000	69.118.88.223	{"tc":0.0,"aid":"vvtrfr7","dgu":[],}	True	10613		0.00000100000		en		{"10":0.00000100000,"2":0,"8":0}		1	0		0.00061186832	0.0007168050526315789473684211	0.0007168050526315789473684211	1.00000000000	1.00000000000	0000000047bb7386	0000000035e1d82b	2	0		n9s4gml	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.0633	6760	c67c88ee-7d58-44bc-b484-f85b805ddd25	1	4890b148-d979-408c-8dcf-c585acfe325c	6.4375000	gpkpef1	dwcdtlw	l3k4c7b		c7ks9ig2	300	250	0	True	2014-12-03 05:03:47.7833	c6q,za4	3	2dn5dzxj	g11b1zo	72	0x449EB5C1	1.03000	108.28.55.149	{"tc":0.0012875000000,"aid":"asphlsj","dgu":[{"deu":[{"id":100135813,"c":0.0012875000000,"tpb":"p7x539c","tpid":"298","used":true,"rrs":0.200000,},{"id":104349599,"c":0.0012875000000,"tpb":"AllianceAddThis","tpid":"102246","rrs":0.200000,}],"id":"w5s2iy9","rc":7252,"rbs":7200,"rbe":8640}],"rc":7252,"rbs":7200,"rbe":8640}	False	126		0		en		{"2":0,"8":0}		1	0		0.0077250000000	0.008574749056777603754463587	0.0103699988670001246299862907	1.00000000000	1.00000000000	0000000046b661a4	0000000029200f1e	2	0		ymki8we	{}
2014-12-03 05:03:49.0633	4371	9e41c37a-1409-4d5a-9103-3e8289c045ac	1	2e58ee97-8db8-4358-94de-5f587a6d9eb4	2.64999894000	2f6w2bi	wxjnhile	01mz4hj		6oquxt8c	640	360	0	True	0001-01-01 00:00:00.0000	7sp	3	tqb3qron	itdbh6i	72	0x449EB5C1	1.000	173.62.251.139	{"tc":0.000050,"aid":"12pnex1","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",}],}	True			0.00005100000		en		{"10":0.00000100000,"5":0.000050000}		1	0		0.00269999894	0.0031261351590909090909090909	0.0031261351590909090909090909	1.00000000000	1.00000000000	00000000459831c6	000000003c37162e	2	0		nr8uoom	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.1257	3917	6719c1ab-48ff-4ebe-a841-0fd6aefdc903	1F97B31B-AFF3-4353-A8E7-745D5848519C	bf7ba475-5b6a-4588-a371-7e533b624253	0.1980126000	pmzrpdw	hksiofm	pxzb21u		8my4qkig	728	90	0	True	0001-01-01 00:00:00.0000		4		d4ck731	69	0x8D092684	1.0800	1.39.23.87	{"tc":0.0,"aid":"x3vcp6t","dgu":[],}	True	49542		0.000010000		en		{"2":0.000010000,"8":0}		1	0		0.0001980126	0.0002363779545454545454545455	0.0002363779545454545454545455	1.00000000000	1.00000000000	00000000473ce4dc	00000000291fb3e0	2	0		af9ncxu	{}
2014-12-03 05:03:49.2506	4799	f9e8a3fc-aad8-4601-a781-4c48bcd4f2e3	699470687168701596	a57b622e-f744-4bc4-809d-a3914ec250c1	0.044000	xpn6s1g	ismmc2o	7ro6mik		lffh9p7t	254	133	0	True	0001-01-01 00:00:00.0000		4		6ze2uje	72	0x449EB5C1	1.1000	173.252.120.116	{"tc":0.000050,"aid":"4rki9i2","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",}],}	True			0.00000100000		01		{"10":0.00000100000,"1":0}		1	0		0.000094	0.0001055555555555555555555556	0.0001055555555555555555555556	1.00000000000	1.00000000000	00000000478460a0	0000000035aba60d	2	0		tw9gso3	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.3130	4984	d75b6174-a0c0-46c8-9c15-71fd6aea02fd	25C7F3A458B71E91	8323717a-d174-4bf3-b7ea-195ec3ba67c3	0.171000	ecqhwmel	tkd6ufds	pr7wdu4		srqvgcrk	300	250	0	True	0001-01-01 00:00:00.0000	3oc	3	9asfret	qgxm583	72	0x449EB5C1	1.1400	141.161.133.58	{"tc":0.0,"aid":"cvlzyi5","dgu":[],}	True			0		en		{"2":0,"8":0}		1	0		0.000171	0.0002035714285714285714285714	0	1.00000000000	1.00000000000	0000000046212fee	00000000292011c8	2	0		ymki8we	{}
2014-12-03 05:03:49.3130	2474	52ea89bd-2bd4-4bfc-a381-fde3116bcd4a	Puw67XVQ8BeB	77f27d82-caea-402d-9734-44ccd2c61dd8	0.3074000	atot24k	f9xw3nib	pa0wixh		y7cbxyjc	300	250	0	True	0001-01-01 00:00:00.0000	7sp,l6d,7s3,rkz	2		zaq7r0z	71	0x449EB5C1	1.06000	50.156.193.213	{"tc":0.000030,"dgu":[{"deu":[{"id":-4,"c":0.000030,"tpb":"peer39","tpid":"-4","used":true,"rcpm":0.030000}],"id":"charge-allPeer39BrandSafety",}],}	True	557737		0.00003100000		en		{"10":0.00000100000,"2":0.000030000,"8":0}		1	0		0.0003374	0.0004217751937984496124031007	0.0004217751937984496124031007	1.00000000000	1.00000000000	0000000047c4d399	000000003c4e8067	4	0		ah1mtoq	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.4222	3450	69101ad6-c057-49de-a24b-8932711ba236	B30CB00A-8F24-462C-8167-50519AE6E3E3	c1d4a9a4-d210-4ca6-be17-a8e48fc46db1	0.5508000	3ynwmckd	kbvfdkk	741heu0		dzbttkr9	300	250	0	True	0001-01-01 00:00:00.0000		4		ekpcr2z	72	0x449EB5C1	1.08000	24.226.253.245	{"tc":0.0,"aid":"2xp4j18","dgu":[],}	True	68582		0.00000100000		en		{"10":0.00000100000,"2":0,"8":0}		1	0		0.0005508	0.0005997826086956521739130435	0.0005997826086956521739130435	1.00000000000	1.00000000000	0000000043ed87f3	0000000035b0a38c	2	0			{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.4222	80355	84d7f62d-9f6f-4570-8a7a-ffaa6bb4c7c3	A3D4A4B7-BE6D-4241-82C4-6F8B814C32AD	0f5ae7e0-3b2c-4c20-81d1-677d43bf1c7c	1.512000	1xggxuo4	mrne0iv	y47kj72		r1p7be1q	300	250	7	True	0001-01-01 00:00:00.0000		4	dfa9azg	652tcol	72	0x449EB5C1	1.0800	108.31.103.91	{"tc":0.0,"aid":"qoeg8vn","dgu":[{"deu":[{"id":104398277,"c":0.0,"tpb":"none","tpid":"none","used":true,"rcpm":0.0}],"id":"nn3ih8g","rc":23866,"rbs":20160,"rbe":30240}],"rc":23866,"rbs":20160,"rbe":30240}	True	29434		0		en		{"10":0,"2":0}		1	0		0.001512	0.0017581395348837209302325581	0.0017581395348837209302325581	1.00000000000	1.00000000000	000000004783ab3d	00000000291f7169	2	0		ymki8we	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.780000"}}
2014-12-03 05:03:49.4222	13425	6b66e13a-b1a3-46e1-a338-998262d263f9	1	d4e07423-89b3-442c-8048-e20228825c61	0.825000	x5i1ink	8gpclyp	rw3ttad		ondrtwni	728	90	0	True	0001-01-01 00:00:00.0000	hhr,tmc,khb,c7x	4	8p8ed2u5	jwusm4i	71	0x449EB5C1	1.1000	99.16.199.37	{"tc":0.000050,"aid":"956dcvy","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",}],}	True			0		01		{"10":0,"2":0,"8":0}		1	0		0.000875	0.00108124885193092464596204	0.00108124885193092464596204	1.00000000000	1.00000000000	00000000476dcb7b	0000000036c03c01	2	0		7ez3yjm	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.5158	4637	01055e68-5cd3-4bc8-9463-6216a73aed33	5792683945122621021	e57f24c8-e3fc-40de-ae6b-f8694d893d09	0.627000	cifs1ez	jqcgjdlg	h48skar		uhaph9hg	1200	627	0	True	0001-01-01 00:00:00.0000		4		jhuxigv	71	0x449EB5C1	1.1000	173.252.110.115	{"tc":0.000050,"aid":"qk27j49","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",}],}	True			0.00003100000		01		{"10":0.00000100000,"1":0.000030000}		1	0		0.000677	0.0008280701754385964912280702	0.0008280701754385964912280702	1.00000000000	1.00000000000	0000000047bbd824	0000000035e1d82b	2	0		mbnaxxw	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:49.5158	3930	3b7e9564-905d-4cfa-9fa2-27464c26b478	5235152896573364749	561440d0-7426-4090-8767-77c41066f2d4	0.726000	wedacq2	dmdu1tdc	8u7tzki		4cllr8x6	600	315	0	True	0001-01-01 00:00:00.0000		4		hsborue	72	0x449EB5C1	1.1000	173.252.112.113	{"tc":0.0,"dgu":[],}	True			0.00005100000		01		{"10":0.00000100000,"1":0.000050000}		1	0		0.000726	0.0008951860465116279069767442	0.0008951860465116279069767442	1.00000000000	1.00000000000	0000000047c0d579	000000003c4e8067	2	0		8dk176c	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
