2014-12-03 05:03:47.7685	2855	cea41fac-41ff-4b0c-841b-fa5c2a638e90	A7F26917-2DF6-47DE-807C-336387EF860B	3465bca8-b46c-4783-b629-cb2bb1e8b616	1.1232000	fpbw4kx	ex8fk6dn	ihllb1v		rhnm6eb7	728	90	0	True	0001-01-01 00:00:00.0000		4	pe547qbi	2bsm2rk	70	0x8D092684	1.08000	97.118.98.86	{"tc":0.000030,"aid":"pkq7vbm","dgu":[{"deu":[{"id":-4,"c":0.000030,"tpb":"peer39","tpid":"-4","used":true,"rcpm":0.030000}],"id":"charge-allPeer39BrandSafety",}],}	True	48110		0.00003100000		en		{"10":0.00000100000,"2":0.000030000,"8":0}		1	0		0.0011532	0.0013703798449612403100775193	0.0013703798449612403100775193	1.00000000000	1.00000000000	0000000046712994	000000003c4e8067	2	0		17ah7a6	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:47.9089	50259	a1030729-29d4-4242-a184-27fd6aed57fc	S7WIoRWCSaGZ	48adf61e-fe24-4973-bf63-be46ff29edf5	0.371000	dxzqg3v	afozuyk	jncfrkx		ex5jjte6	300	250	0	True	0001-01-01 00:00:00.0000	tmc	2	5thall5b	3ecxqgo	72	0x449EB5C1	1.0600	98.216.81.197	{"tc":0.000040,"aid":"21xz6da","dgu":[{"deu":[{"id":-11,"c":0.000040,"tpb":"integral","tpid":"-11","used":true,"rcpm":0.040000}],"id":"charge-allIntegralSuspiciousActivity",}],}	True	550388		0.00001100000		en		{"10":0.00000100000,"2":0.000010000}		1	0		0.000411	0.0004795454545454545454545455	0.0004795454545454545454545455	1.00000000000	1.00000000000	00000000478cd44e	000000003c37162e	2	0		9ahpjog	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:47.9089	216968	8918716c-f8bf-43c5-ad7f-a86e1122365c	15ED50C1-B7D9-4C9F-9BC4-F884B8DBEDFC	67f6d0c8-26f8-4e62-93dd-d6237cffaec1	0.930312000	2oil3zq	ttf9gvhj	l851mzc		9k4y97ah	300	250	0	True	0001-01-01 00:00:00.0000		4	99ud66yi	0sltcqd	70	0x449EB5C1	1.08000	98.177.251.202	{"tc":0.0,"aid":"08rj7k0","dgu":[],}	True	43472		0.0000593816170212765957446809		en		{"4":0.0000593816170212765957446809,"2":0,"8":0}		1	0		0.000930312	0.0010996595744680851063829788	0.0010996595744680851063829788	1.00000000000	1.00000000000	0000000047924dee	000000003be3a093	2	0		1tcnsox	{}
2014-12-03 05:03:48.1273	5085	334326be-7907-4b34-82bf-e5caa8c97b45	4059249897098928479	e66ea41c-46fb-4de6-9869-e681570ceb1c	0.011000	f7jgdg1	aztjjse	0nwqdpe		35zbkukm	254	133	0	True	0001-01-01 00:00:00.0000		4		yrvyyoa	71	0x449EB5C1	1.1000	173.252.120.117	{"tc":0.000003410000,"aid":"ujoajfr","dgu":[{"deu":[{"id":108285443,"c":0.000001210000,"tpb":"thetradedesk","tpid":"50104","used":true,"rrs":0.110000,}],"id":"0pjmn8p","rc":40228,"rbs":30240,"rbe":43200},{"deu":[{"id":104349664,"c":0.000002200000,"tpb":"AllianceAddThis","tpid":"101369","used":true,"rrs":0.200000,}],"id":"82jxbrb","rc":41248,"rbs":30240,"rbe":43200},{"deu":[{"id":100134626,"c":0.000001650000,"tpb":"p7x539c","tpid":"315","rrs":0.150000,},{"id":108285443,"c":0.000001210000,"tpb":"thetradedesk","tpid":"50104","rrs":0.110000,},{"id":108285444,"c":0.000001210000,"tpb":"thetradedesk","tpid":"50105","rrs":0.110000,}],"id":"ov2q7iy","rc":13449,"rbs":10080,"rbe":20160}],"rc":13449,"rbs":10080,"rbe":20160}	True			0.0000403299975074005483718794		01		{"10":0,"4":0.0000003299975074005483718794,"1":0.000040000}		1	0		0.000014410000	0.0000574899821998128769847066	0.0000574899821998128769847066	1.00000000000	1.00000000000	0000000047b90519	0000000036c03c01	2	0		65vpv2z	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.1585	4759	1043f7be-dc62-41fe-ab54-4d9d07d04892	1	baeae464-7505-4fc3-b3a6-88e1cacefc95	3.27000	zg3m2at	prlgkfsg	z0smknn		uwvbhcrh	728	90	0	True	2014-12-03 05:03:47.3589	njt,byu,3xh	2	eutdxu5	rzammbv	72	0x8D092684	1.09000	50.122.152.190	{"tc":0.00048780000,"aid":"5350ukl","dgu":[{"deu":[{"id":2521485,"c":0.00045780000,"tpb":"zdkbnki","tpid":"36443","used":true,"rrs":0.140000,}],"id":"44m3p5q","rc":11661,"rbs":10080,"rbe":20160},{"deu":[{"id":-4,"c":0.000030,"tpb":"peer39","tpid":"-4","used":true,"rcpm":0.030000}],"id":"charge-allPeer39BrandSafety",}],"rc":11661,"rbs":10080,"rbe":20160}	True	3477		0.00003100000		en		{"10":0.00000100000,"2":0.000030000,"8":0}		1	0		0.00375780000	0.0043753255813953488372093023	0.0043753255813953488372093023	1.00000000000	1.00000000000	00000000458f538a	000000003c4e8067	2	0		1otwijt	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.2833	8223	171ea042-f678-4421-9064-4259a0368298	c1SRRQ1Fa35c	9548f6dd-45a1-4558-a5dd-8dce8e85871e	0.265000	j2qxnsh8	4h4owlpm	dj7kr62		k2r2c7pv	300	250	1	True	0001-01-01 00:00:00.0000	7sp,qla,hpe,ce9,y29	2		xahfjp2	71	0x449EB5C1	1.0600	71.201.135.150	{"tc":0.001750,"aid":"ue53s8h","dgu":[{"deu":[{"id":104114152,"c":0.001750,"tpb":"hjl9orh","tpid":"733","used":true,"rcpm":1.750000}],"id":"txapcky","rc":265,"rbs":0,"rbe":720}],"rc":265,"rbs":0,"rbe":720}	True	555637		0.00001100000		en		{"10":0.00000100000,"2":0.000010000,"8":0}		1	0		0.002015	0.0023835294117647058823529412	0.0026483660130718954248366013	1.00000000000	1.00000000000	00000000467544ce	000000003d3460b8	2	0		mbnaxxw	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.3457	13287	a92302cb-72f0-4d19-af1e-8241ffb8c0ae	6139106719610888947	417c70f2-964e-4c0f-928e-6a531db258a0	0.308000	zz128h3u	z26lla2	dl8dd5u		5cwp62og	254	133	0	True	0001-01-01 00:00:00.0000		4	bwomo1nh	b2fsja0	85	0x449EB5C1	1.1000	66.220.156.115	{"tc":0.000090,"aid":"xqxeor0","dgu":[{"deu":[{"id":-1,"c":0.000050,"tpb":"ttd_data_exclusions","tpid":"-1","used":true,"rcpm":0.050000}],"id":"charge-all-1",},{"deu":[{"id":-6,"c":0.000040,"tpb":"integral","tpid":"-6","used":true,"rcpm":0.040000}],"id":"charge-allIntegralContextual",}],}	True			0.00002100000		01		{"10":0.00000100000,"1":0.000020000}		1	0		0.000398	0.0004617079889807162534435262	0.0004617079889807162534435262	1.00000000000	1.00000000000	0000000046cc9867	0000000035931e99	2	0			{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.4549	2952	e8785c73-8670-4e33-8e85-b292b5e7b304	2IOCMdDeAQrw	66dca98f-04b6-4d90-a323-8a53235d3c80	0.3816000	bhx7uby	vhywi0n	ouhjhi0		hl3zc5c9	160	600	0	True	0001-01-01 00:00:00.0000	jba,in5,ljf,ce9	2	mlsn6pt	pygtoi6	72	0x449EB5C1	1.06000	76.117.11.21	{"tc":0.000080,"aid":"r87fbd2","dgu":[{"deu":[{"id":-7,"c":0.000050,"tpb":"integral","tpid":"-7","used":true,"rcpm":0.050000}],"id":"charge-allIntegralBrandSafety",},{"deu":[{"id":-8,"c":0.000000,"tpb":"integral","tpid":"-8","used":true,"rcpm":0.000000}],"id":"charge-allIntegralViewability",},{"deu":[{"id":-11,"c":0.000030,"tpb":"integral","tpid":"-11","used":true,"rcpm":0.030000}],"id":"charge-allIntegralSuspiciousActivity",}],}	True	557568		0.000010000		en		{"10":0,"1":0.000010000}		1	0		0.0004616	0.000524	0.000524	1.00000000000	1.00000000000	00000000478576cd	000000002af8b44d	2	0		nr8uoom	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.4705	5578	76fffe9e-d2d8-4b3c-b0df-7cd0300260b9	1	e4a6e9d3-f172-431f-b7c2-15745f402171	0.95485000	k327dua	slm5n8p4	zygu5q5		hcmvlyzj	728	90	0	True	0001-01-01 00:00:00.0000	y29,7sp	4		brs5jou	71	0x449EB5C1	1.3000	68.12.193.201	{"tc":0.00014322750000,"aid":"6i649xm","dgu":[{"deu":[{"id":158830947,"c":0.00014322750000,"tpb":"ttdAP","tpid":"AP_k327dua_4071","used":true,"rrs":0.150000,}],"id":"1zw8yv2","rc":56871,"rbs":43200,"rbe":86400}],"rc":56871,"rbs":43200,"rbe":86400}	True			0.00000100000		en		{"10":0.00000100000,"2":0,"8":0}		1	0		0.00109807750000	0.0011946494565217391304347826	0.001250000	1.00000000000	1.00000000000	0000000043efbd7d	0000000035ac135a	2	0		3s7uvnl	{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
2014-12-03 05:03:48.5329	4967	7e527088-d40a-45a2-8118-14d8aff711ca	D7155FED-4B89-45C5-875E-95DD22F0D77F	08d9d5d6-d87a-4106-ba10-924bc27e066b	0.5047488000	3ynwmckd	kbvfdkk	oll62b3		ehnyymrf	728	90	0	True	0001-01-01 00:00:00.0000		4		1oixf54	72	0x449EB5C1	1.08000	192.222.146.110	{"tc":0.0,"aid":"oejv2oi","dgu":[],}	True	43568		0.00000100000		en,fr		{"10":0.00000100000,"2":0,"8":0}		1	0		0.0005047488	0.0005497269565217391304347826	0.0005497269565217391304347826	1.00000000000	1.00000000000	0000000043ed87f3	0000000035b0a38c	2	0			{"10":{"AdjustmentOperationType":"ImpressionCountSamplingAdjustment","SamplingRateAttribute":"0.100000"}}
